time,rms,temp
09:23:10,0.645,32.10
09:23:15,0.656,32.10
09:23:20,0.668,32.10
09:23:25,0.681,32.11
09:23:30,0.696,32.11
09:23:35,0.713,32.12
09:23:40,0.731,32.12
09:23:45,0.750,32.12
09:23:50,0.770,32.13
09:23:55,0.792,32.13
09:24:00,0.814,32.14
09:24:05,0.838,32.14
09:24:10,0.862,32.15
09:24:15,0.888,32.15
09:24:20,0.914,32.16
09:24:25,0.940,32.16
09:24:30,0.968,32.17
09:24:35,0.995,32.17
09:24:40,1.024,32.18
09:24:45,1.052,32.18
09:24:50,1.081,32.19
09:24:55,1.109,32.19
09:25:00,1.138,32.20
09:25:05,1.167,32.20
09:25:10,1.195,32.21
09:25:15,1.224,32.21
09:25:20,1.251,32.22
09:25:25,1.279,32.23
09:25:30,1.306,32.23
09:25:35,1.332,32.24
09:25:40,1.358,32.24
09:25:45,1.383,32.25
09:25:50,1.407,32.26
09:25:55,1.430,32.26
09:26:00,1.452,32.27
09:26:05,1.473,32.27
09:26:10,1.492,32.28
09:26:15,1.511,32.29
09:26:20,1.528,32.29
09:26:25,1.545,32.30
09:26:30,1.559,32.31
09:26:35,1.573,32.31
09:26:40,1.584,32.32
09:26:45,1.595,32.33
09:26:50,1.604,32.33
09:26:55,1.611,32.34
09:27:00,1.617,32.35
09:27:05,1.621,32.35
09:27:10,1.624,32.36
09:27:15,1.625,32.37
09:27:20,1.624,32.38
09:27:25,1.622,32.38
09:27:30,1.619,32.39
09:27:35,1.614,32.40
09:27:40,1.607,32.40
09:27:45,1.599,32.41
09:27:50,1.589,32.42
09:27:55,1.578,32.43
09:28:00,1.566,32.44
09:28:05,1.552,32.44
09:28:10,1.537,32.45
09:28:15,1.521,32.46
09:28:20,1.504,32.47
09:28:25,1.485,32.47
09:28:30,1.465,32.48
09:28:35,1.445,32.49
09:28:40,1.423,32.50
09:28:45,1.401,32.51
09:28:50,1.378,32.51
09:28:55,1.354,32.52
09:29:00,1.330,32.53
09:29:05,1.305,32.54
09:29:10,1.280,32.55
09:29:15,1.255,32.56
09:29:20,1.229,32.56
09:29:25,1.203,32.57
09:29:30,1.177,32.58
09:29:35,1.151,32.59
09:29:40,1.125,32.60
09:29:45,1.100,32.61
09:29:50,1.074,32.62
09:29:55,1.050,32.63
09:30:00,1.025,32.63
09:30:05,1.002,32.64
09:30:10,0.979,32.65
09:30:15,0.956,32.66
09:30:20,0.935,32.67
09:30:25,0.914,32.68
09:30:30,0.895,32.69
09:30:35,0.876,32.70
09:30:40,0.859,32.71
09:30:45,0.843,32.72
09:30:50,0.828,32.72
09:30:55,0.815,32.73
09:31:00,0.802,32.74
09:31:05,0.792,32.75
09:31:10,0.783,32.76
09:31:15,0.775,32.77
09:31:20,0.769,32.78
09:31:25,0.765,32.79
09:31:30,0.762,32.80
09:31:35,0.761,32.81
09:31:40,0.761,35.62
09:31:45,0.763,35.63
09:31:50,0.767,35.64
09:31:55,0.773,35.65
09:32:00,0.780,35.66
09:32:05,0.790,35.67
09:32:10,0.800,35.67
09:32:15,0.813,35.68
09:32:20,0.827,35.69
09:32:25,0.843,35.70
09:32:30,0.860,35.71
09:32:35,0.879,35.72
09:32:40,0.899,35.73
09:32:45,0.921,35.74
09:32:50,0.944,35.75
09:32:55,0.969,35.76
09:33:00,0.995,35.77
09:33:05,1.022,35.78
09:33:10,1.050,35.79
09:33:15,1.080,35.80
09:33:20,1.110,35.81
09:33:25,1.141,35.82
09:33:30,1.174,35.83
09:33:35,1.207,35.84
09:33:40,1.240,35.85
09:33:45,1.274,35.86
09:33:50,1.309,35.87
09:33:55,1.344,35.88
09:34:00,1.380,35.89
09:34:05,1.416,35.90
09:34:10,1.451,35.91
09:34:15,1.487,35.92
09:34:20,1.523,35.93
09:34:25,1.559,35.94
09:34:30,1.594,35.95
09:34:35,1.629,35.96
09:34:40,1.664,35.97
09:34:45,1.698,35.98
09:34:50,1.731,35.99
09:34:55,1.764,36.00
09:35:00,1.796,36.01
09:35:05,1.827,33.22
09:35:10,1.857,33.23
09:35:15,1.886,33.24
09:35:20,1.914,33.25
09:35:25,1.940,33.26
09:35:30,1.966,33.27
09:35:35,1.990,33.28
09:35:40,2.012,33.29
09:35:45,2.033,33.30
09:35:50,2.053,33.31
09:35:55,2.071,33.32
09:36:00,2.087,33.33
09:36:05,2.102,33.33
09:36:10,2.115,33.34
09:36:15,2.126,33.35
09:36:20,2.136,33.36
09:36:25,2.143,33.37
09:36:30,2.149,33.38
09:36:35,2.153,33.39
09:36:40,2.156,33.40
09:36:45,2.156,33.41
09:36:50,2.155,33.42
09:36:55,2.152,33.43
09:37:00,2.147,33.44
09:37:05,2.140,33.45
09:37:10,2.132,33.46
09:37:15,2.122,33.47
09:37:20,2.110,33.48
09:37:25,2.097,33.49
09:37:30,2.082,33.50
09:37:35,2.066,33.51
09:37:40,2.048,33.51
09:37:45,2.028,33.52
09:37:50,2.008,33.53
09:37:55,1.986,33.54
09:38:00,1.963,33.55
09:38:05,1.938,33.56
09:38:10,1.913,33.57
09:38:15,1.887,33.58
09:38:20,1.859,33.59
09:38:25,1.831,33.60
09:38:30,1.802,33.60
09:38:35,1.773,33.61
09:38:40,1.743,33.62
09:38:45,1.713,33.63
09:38:50,1.682,33.64
09:38:55,1.651,33.65
09:39:00,1.619,33.66
09:39:05,1.588,33.67
09:39:10,1.557,33.67
09:39:15,1.526,33.68
09:39:20,1.495,33.69
09:39:25,1.464,33.70
09:39:30,1.434,33.71
09:39:35,1.404,33.72
09:39:40,1.374,33.72
09:39:45,1.346,33.73
09:39:50,1.318,33.74
09:39:55,1.291,33.75
09:40:00,1.265,33.76
09:40:05,1.239,33.76
09:40:10,1.215,33.77
09:40:15,1.192,33.78
09:40:20,1.170,33.79
09:40:25,1.149,33.80
09:40:30,1.130,33.80
09:40:35,1.112,33.81
09:40:40,1.095,33.82
09:40:45,1.080,33.83
09:40:50,1.066,33.83
09:40:55,1.054,33.84
09:41:00,1.043,33.85
09:41:05,1.034,33.86
09:41:10,1.027,33.86
09:41:15,1.021,33.87
09:41:20,1.016,33.88
09:41:25,1.014,33.88
09:41:30,1.012,33.89
09:41:35,1.013,33.90
09:41:40,1.015,33.91
09:41:45,1.018,33.91
09:41:50,1.023,33.92
09:41:55,1.030,33.93
09:42:00,1.038,33.93
09:42:05,1.048,33.94
09:42:10,1.059,33.95
09:42:15,1.071,33.95
09:42:20,1.085,33.96
09:42:25,1.100,33.96
09:42:30,1.116,33.97
09:42:35,1.133,33.98
09:42:40,1.151,33.98
09:42:45,1.170,33.99
09:42:50,1.190,34.00
09:42:55,1.212,34.00
09:43:00,1.233,34.01
09:43:05,1.256,34.01
09:43:10,1.279,34.02
09:43:15,1.302,34.02
09:43:20,1.327,34.03
09:43:25,1.351,34.04
09:43:30,1.375,34.04
09:43:35,1.400,34.05
09:43:40,1.425,34.05
09:43:45,1.450,34.06
09:43:50,1.475,34.06
09:43:55,1.499,34.07
09:44:00,1.523,34.07
09:44:05,1.547,34.08
09:44:10,1.571,34.08
09:44:15,1.593,34.09
09:44:20,1.615,34.09
09:44:25,1.637,34.10
09:44:30,1.657,34.10
09:44:35,1.677,34.10
09:44:40,1.696,34.11
09:44:45,1.714,34.11
09:44:50,1.730,34.12
09:44:55,1.746,34.12
09:45:00,1.760,34.13
09:45:05,1.773,34.13
09:45:10,1.784,34.13
09:45:15,1.794,34.14
09:45:20,1.803,34.14
09:45:25,1.810,34.15
09:45:30,1.816,34.15
09:45:35,1.820,34.15
09:45:40,1.822,34.16
09:45:45,1.823,34.16
09:45:50,1.822,34.16
09:45:55,1.820,34.17
09:46:00,1.816,34.17
09:46:05,1.810,34.17
09:46:10,1.803,34.18
09:46:15,1.794,34.18
09:46:20,1.783,34.18
09:46:25,1.771,34.19
09:46:30,1.757,34.19
09:46:35,1.741,34.19
09:46:40,1.725,34.19
09:46:45,1.706,34.20
09:46:50,1.686,34.20
09:46:55,1.665,34.20
09:47:00,1.643,34.20
09:47:05,1.619,34.21
09:47:10,1.594,34.21
09:47:15,1.567,34.21
09:47:20,1.540,34.21
09:47:25,1.512,34.21
09:47:30,1.483,34.22
09:47:35,1.453,34.22
09:47:40,1.422,34.22
09:47:45,1.390,34.22
09:47:50,1.358,34.22
09:47:55,1.325,34.23
09:48:00,1.292,34.23
09:48:05,1.259,34.23
09:48:10,1.225,34.23
09:48:15,1.191,34.23
09:48:20,1.157,34.23
09:48:25,1.123,34.23
09:48:30,1.090,34.23
09:48:35,1.056,34.24
09:48:40,1.023,34.24
09:48:45,0.990,34.24
09:48:50,0.958,34.24
09:48:55,0.927,34.24
09:49:00,0.896,34.24
09:49:05,0.866,34.24
09:49:10,0.836,34.24
09:49:15,0.808,34.24
09:49:20,0.781,34.24
09:49:25,0.755,34.24
09:49:30,0.730,34.24
09:49:35,0.706,34.24
09:49:40,0.684,34.24
09:49:45,0.663,34.24
09:49:50,0.644,34.24
09:49:55,0.626,34.24
09:50:00,0.610,34.24
09:50:05,0.595,34.24
09:50:10,0.582,34.24
09:50:15,0.570,34.24
09:50:20,0.561,34.24
09:50:25,0.553,34.24
09:50:30,0.547,34.24
09:50:35,0.543,34.24
09:50:40,0.540,34.24
09:50:45,0.540,34.24
09:50:50,0.541,34.24
09:50:55,0.544,34.24
09:51:00,0.549,34.24
09:51:05,0.555,34.23
09:51:10,0.564,34.23
09:51:15,0.574,34.23
09:51:20,0.586,34.23
09:51:25,0.599,34.23
09:51:30,0.615,34.23
09:51:35,0.631,34.23
09:51:40,0.650,34.23
09:51:45,0.670,34.22
09:51:50,0.691,34.22
09:51:55,0.714,34.22
09:52:00,0.738,34.22
09:52:05,0.763,34.22
09:52:10,0.790,34.22
09:52:15,0.817,34.22
09:52:20,0.846,34.21
09:52:25,0.876,34.21
09:52:30,0.906,34.21
09:52:35,0.937,34.21
09:52:40,0.969,34.21
09:52:45,1.002,34.20
09:52:50,1.035,34.20
09:52:55,1.068,34.20
09:53:00,1.102,34.20
09:53:05,1.136,34.20
09:53:10,1.170,34.19
09:53:15,1.204,34.19
09:53:20,1.238,34.19
09:53:25,1.272,34.19
09:53:30,1.305,34.18
09:53:35,1.338,34.18
09:53:40,1.371,34.18
09:53:45,1.403,34.18
09:53:50,1.435,34.17
09:53:55,1.466,34.17
09:54:00,1.496,34.17
09:54:05,1.525,34.17
09:54:10,1.553,34.16
09:54:15,1.581,34.16
09:54:20,1.607,34.16
09:54:25,1.632,34.16
09:54:30,1.656,34.15
09:54:35,1.678,34.15
09:54:40,1.699,34.15
09:54:45,1.719,34.14
09:54:50,1.737,34.14
09:54:55,1.754,34.14
09:55:00,2.869,34.14
09:55:05,2.883,34.13
09:55:10,2.895,34.13
09:55:15,2.905,34.13
09:55:20,2.914,34.12
09:55:25,2.921,34.12
09:55:30,2.927,34.12
09:55:35,2.931,34.11
09:55:40,2.933,34.11
09:55:45,2.934,34.11
09:55:50,2.933,34.10
09:55:55,2.930,34.10
09:56:00,2.926,34.10
09:56:05,2.920,34.09
09:56:10,2.913,34.09
09:56:15,2.904,34.09
09:56:20,2.894,34.08
09:56:25,2.882,34.08
09:56:30,2.869,34.08
09:56:35,2.855,34.07
09:56:40,1.740,34.07
09:56:45,1.723,34.07
09:56:50,1.705,34.06
09:56:55,1.686,34.06
09:57:00,1.667,34.06
09:57:05,1.646,34.05
09:57:10,1.625,34.05
09:57:15,1.603,34.05
09:57:20,1.580,34.04
09:57:25,1.557,34.04
09:57:30,1.533,34.04
09:57:35,1.509,34.03
09:57:40,1.484,34.03
09:57:45,1.460,34.03
09:57:50,1.435,34.02
09:57:55,1.410,34.02
09:58:00,1.386,34.02
09:58:05,1.362,34.01
09:58:10,1.337,34.01
09:58:15,1.314,34.01
09:58:20,1.290,34.00
09:58:25,1.268,34.00
09:58:30,1.245,34.00
09:58:35,1.224,33.99
09:58:40,1.203,33.99
09:58:45,1.183,33.98
09:58:50,1.165,33.98
09:58:55,1.147,33.98
09:59:00,1.130,33.97
09:59:05,1.114,33.97
09:59:10,1.100,33.97
09:59:15,1.087,33.96
09:59:20,1.075,33.96
09:59:25,1.064,33.96
09:59:30,1.055,33.95
09:59:35,1.048,33.95
09:59:40,1.042,33.95
09:59:45,1.037,33.94
09:59:50,1.034,33.94
09:59:55,1.032,33.94
10:00:00,1.032,33.94
10:00:05,1.034,33.93
10:00:10,1.037,33.93
10:00:15,1.042,33.93
10:00:20,1.049,33.92
10:00:25,1.057,33.92
10:00:30,1.067,33.92
10:00:35,1.078,33.91
10:00:40,1.091,33.91
10:00:45,1.105,33.91
10:00:50,1.121,33.90
10:00:55,1.138,33.90
10:01:00,1.156,33.90
10:01:05,1.176,33.90
10:01:10,1.197,33.89
10:01:15,1.220,33.89
10:01:20,1.243,33.89
10:01:25,1.268,33.88
10:01:30,1.293,33.88
10:01:35,1.320,33.88
10:01:40,1.347,33.88
10:01:45,1.376,33.87
10:01:50,1.405,33.87
10:01:55,1.434,33.87
10:02:00,1.464,33.87
10:02:05,1.495,33.86
10:02:10,1.526,33.86
10:02:15,1.557,33.86
10:02:20,1.588,33.86
10:02:25,1.620,33.85
10:02:30,1.651,33.85
10:02:35,1.683,33.85
10:02:40,1.714,33.85
10:02:45,1.745,33.85
10:02:50,1.776,33.84
10:02:55,1.806,33.84
10:03:00,1.835,33.84
10:03:05,1.864,33.84
10:03:10,1.892,33.84
10:03:15,1.919,33.83
10:03:20,1.946,33.83
10:03:25,1.971,33.83
10:03:30,1.995,33.83
10:03:35,2.018,33.83
10:03:40,2.040,33.83
10:03:45,2.061,33.82
10:03:50,2.080,33.82
10:03:55,2.098,33.82
10:04:00,2.114,33.82
10:04:05,2.129,33.82
10:04:10,2.142,33.82
10:04:15,2.154,33.82
10:04:20,2.163,33.82
10:04:25,2.172,33.81
10:04:30,2.178,33.81
10:04:35,2.183,33.81
10:04:40,2.186,33.81
10:04:45,2.187,33.81
10:04:50,2.186,33.81
10:04:55,2.183,33.81
10:05:00,2.929,33.81
10:05:05,2.923,33.81
10:05:10,2.915,33.81
10:05:15,2.905,33.81
10:05:20,2.894,33.81
10:05:25,2.881,33.81
10:05:30,2.866,33.81
10:05:35,2.849,33.81
10:05:40,2.831,33.81
10:05:45,2.811,33.81
10:05:50,2.790,33.81
10:05:55,2.767,33.81
10:06:00,2.743,33.81
10:06:05,2.718,33.81
10:06:10,2.691,33.81
10:06:15,2.663,33.81
10:06:20,2.634,33.81
10:06:25,2.604,33.81
10:06:30,2.573,33.81
10:06:35,2.541,33.81
10:06:40,2.509,33.81
10:06:45,1.725,33.81
10:06:50,1.691,33.81
10:06:55,1.657,33.81
10:07:00,1.622,33.81
10:07:05,1.587,33.81
10:07:10,1.551,33.81
10:07:15,1.515,33.82
10:07:20,1.480,33.82
10:07:25,1.444,33.82
10:07:30,1.408,33.82
10:07:35,1.373,33.82
10:07:40,1.338,33.82
10:07:45,1.304,33.82
10:07:50,1.270,33.83
10:07:55,1.237,33.83
10:08:00,1.204,33.83
10:08:05,1.172,33.83
10:08:10,1.141,33.83
10:08:15,1.111,33.83
10:08:20,1.082,33.84
10:08:25,1.054,33.84
10:08:30,1.028,33.84
10:08:35,1.002,33.84
10:08:40,0.978,33.85
10:08:45,0.955,33.85
10:08:50,0.934,33.85
10:08:55,0.914,33.85
10:09:00,0.896,33.86
10:09:05,0.879,33.86
10:09:10,0.864,33.86
10:09:15,0.850,33.86
10:09:20,0.838,33.87
10:09:25,0.828,33.87
10:09:30,0.819,33.87
10:09:35,0.812,33.88
10:09:40,0.807,33.88
10:09:45,0.804,33.88
10:09:50,0.802,33.89
10:09:55,0.802,33.89
10:10:00,0.804,33.89
10:10:05,0.807,33.90
10:10:10,0.812,33.90
10:10:15,0.819,33.90
10:10:20,0.827,33.91
10:10:25,0.836,33.91
10:10:30,0.848,33.92
10:10:35,0.860,33.92
10:10:40,0.874,33.92
10:10:45,0.889,33.93
10:10:50,0.906,33.93
10:10:55,0.924,33.94
10:11:00,0.943,33.94
10:11:05,0.962,33.95
10:11:10,0.983,33.95
10:11:15,1.005,33.95
10:11:20,1.028,33.96
10:11:25,1.051,33.96
10:11:30,1.075,33.97
10:11:35,1.100,33.97
10:11:40,1.125,33.98
10:11:45,1.151,33.98
10:11:50,1.176,33.99
10:11:55,1.202,33.99
10:12:00,1.228,34.00
10:12:05,1.254,34.00
10:12:10,1.281,34.01
10:12:15,1.306,34.02
10:12:20,1.332,34.02
10:12:25,1.357,34.03
10:12:30,1.382,34.03
10:12:35,1.407,34.04
10:12:40,1.430,34.04
10:12:45,1.453,34.05
10:12:50,1.476,34.06
10:12:55,1.497,34.06
10:13:00,1.518,34.07
10:13:05,1.537,34.07
10:13:10,1.556,34.08
10:13:15,1.573,34.09
10:13:20,1.589,34.09
10:13:25,1.604,34.10
10:13:30,1.618,34.11
10:13:35,1.630,34.11
10:13:40,1.641,34.12
10:13:45,1.651,34.13
10:13:50,1.659,34.13
10:13:55,1.665,34.14
10:14:00,1.670,34.15
10:14:05,1.673,34.15
10:14:10,1.675,34.16
10:14:15,1.676,34.17
10:14:20,1.674,34.17
10:14:25,1.672,34.18
10:14:30,1.667,34.19
10:14:35,1.661,34.20
10:14:40,1.654,34.20
10:14:45,1.645,34.21
10:14:50,1.634,34.22
10:14:55,1.622,34.23
10:15:00,1.609,34.23
10:15:05,1.594,34.24
10:15:10,1.578,34.25
10:15:15,1.560,34.26
10:15:20,1.541,34.26
10:15:25,1.522,34.27
10:15:30,1.501,34.28
10:15:35,1.478,34.29
10:15:40,1.455,34.30
10:15:45,1.431,34.30
10:15:50,1.407,34.31
10:15:55,1.381,34.32
10:16:00,1.355,34.33
10:16:05,1.328,34.34
10:16:10,1.301,34.35
10:16:15,1.273,34.35
10:16:20,1.245,34.36
10:16:25,1.216,34.37
10:16:30,1.188,34.38
10:16:35,1.159,34.39
10:16:40,1.131,34.40
10:16:45,1.102,34.40
10:16:50,1.074,34.41
10:16:55,1.046,34.42
10:17:00,1.019,34.43
10:17:05,0.992,34.44
10:17:10,0.965,34.45
10:17:15,0.939,34.46
10:17:20,0.915,34.47
10:17:25,0.890,34.47
10:17:30,0.867,34.48
10:17:35,0.845,34.49
10:17:40,0.824,34.50
10:17:45,0.804,34.51
10:17:50,0.785,34.52
10:17:55,0.768,34.53
10:18:00,0.752,34.54
10:18:05,0.737,34.55
10:18:10,0.724,34.56
10:18:15,0.713,34.57
10:18:20,0.703,34.58
10:18:25,0.694,34.58
10:18:30,0.688,34.59
10:18:35,0.682,34.60
10:18:40,0.679,34.61
10:18:45,0.677,34.62
10:18:50,0.678,34.63
10:18:55,0.679,34.64
10:19:00,0.683,34.65
10:19:05,0.689,34.66
10:19:10,0.696,34.67
10:19:15,0.705,34.68
10:19:20,0.716,34.69
10:19:25,0.728,34.70
10:19:30,0.742,34.71
10:19:35,0.758,34.72
10:19:40,0.775,34.73
10:19:45,0.794,34.74
10:19:50,0.815,34.75
10:19:55,0.837,34.76
10:20:00,0.861,34.77
10:20:05,0.886,34.78
10:20:10,0.912,34.79
10:20:15,0.939,34.80
10:20:20,0.968,34.81
10:20:25,0.998,34.82
10:20:30,1.029,34.83
10:20:35,1.061,34.84
10:20:40,1.094,34.85
10:20:45,1.127,34.86
10:20:50,1.161,34.86
10:20:55,1.196,34.87
10:21:00,1.232,34.88
10:21:05,1.267,34.89
10:21:10,1.304,34.90
10:21:15,1.340,34.91
10:21:20,1.376,34.92
10:21:25,1.413,34.93
10:21:30,1.450,34.94
10:21:35,1.486,34.95
10:21:40,1.522,34.96
10:21:45,1.558,34.97
10:21:50,1.593,34.98
10:21:55,1.628,34.99
10:22:00,1.663,35.00
10:22:05,1.696,35.01
10:22:10,1.729,35.02
10:22:15,1.761,35.03
10:22:20,1.792,35.04
10:22:25,1.821,35.05
10:22:30,1.850,35.06
10:22:35,1.878,35.07
10:22:40,1.904,35.08
10:22:45,1.929,35.09
10:22:50,1.953,35.10
10:22:55,1.975,35.11
10:23:00,1.995,35.12
10:23:05,2.014,35.13
10:23:10,2.032,35.14
10:23:15,2.048,35.15
10:23:20,2.062,35.16
10:23:25,2.075,35.17
10:23:30,2.085,35.18
10:23:35,2.094,35.19
10:23:40,2.102,35.20
10:23:45,2.107,35.21
10:23:50,2.111,35.22
10:23:55,2.113,35.23
10:24:00,2.113,35.24
10:24:05,2.112,35.25
10:24:10,2.108,35.25
10:24:15,2.104,35.26
10:24:20,2.097,35.27
10:24:25,2.089,35.28
10:24:30,2.079,35.29
10:24:35,2.067,35.30
10:24:40,2.054,35.31
10:24:45,2.040,35.32
10:24:50,2.024,35.33
10:24:55,2.007,35.34
10:25:00,1.988,35.35
10:25:05,1.969,35.36
10:25:10,1.948,35.37
10:25:15,1.926,35.37
10:25:20,1.903,35.38
10:25:25,1.879,35.39
10:25:30,1.855,35.40
10:25:35,1.829,35.41
10:25:40,1.803,35.42
10:25:45,1.776,35.43
10:25:50,1.749,35.44
10:25:55,1.722,35.44
10:26:00,1.694,35.45
10:26:05,1.666,35.46
10:26:10,1.638,35.47
10:26:15,1.609,35.48
10:26:20,1.581,35.49
10:26:25,1.553,35.50
10:26:30,1.526,35.50
10:26:35,1.498,35.51
10:26:40,1.471,35.52
10:26:45,1.445,35.53
10:26:50,1.419,35.54
10:26:55,1.394,35.55
10:27:00,1.369,35.55
10:27:05,1.346,35.56
10:27:10,1.323,35.57
10:27:15,1.302,35.58
10:27:20,1.281,35.59
10:27:25,1.262,35.59
10:27:30,1.244,35.60
10:27:35,1.227,35.61
10:27:40,1.211,35.62
10:27:45,1.197,35.62
10:27:50,1.184,35.63
10:27:55,1.172,35.64
10:28:00,1.162,35.65
10:28:05,1.154,35.65
10:28:10,1.147,35.66
10:28:15,1.141,35.67
10:28:20,1.137,35.68
10:28:25,1.135,35.68
10:28:30,1.134,35.69
10:28:35,1.135,35.70
10:28:40,1.138,35.70
10:28:45,1.141,35.71
10:28:50,1.147,35.72
10:28:55,1.154,35.73
10:29:00,1.162,35.73
10:29:05,1.172,35.74
10:29:10,1.184,35.75
10:29:15,1.197,35.75
10:29:20,1.211,35.76
10:29:25,1.226,35.76
10:29:30,1.243,35.77
10:29:35,1.260,35.78
10:29:40,1.279,35.78
10:29:45,1.299,35.79
10:29:50,1.320,35.80
10:29:55,1.342,35.80
10:30:00,1.365,35.81
10:30:05,1.388,35.81
10:30:10,1.412,35.82
10:30:15,1.437,35.83
10:30:20,1.462,35.83
10:30:25,1.488,35.84
10:30:30,1.514,35.84
10:30:35,1.540,35.85
10:30:40,1.566,35.85
10:30:45,1.593,35.86
10:30:50,1.619,35.86
10:30:55,1.645,35.87
10:31:00,1.671,35.87
10:31:05,1.697,35.88
10:31:10,1.722,35.88
10:31:15,1.747,35.89
10:31:20,1.771,35.89
10:31:25,1.795,35.90
10:31:30,1.818,35.90
10:31:35,1.840,35.91
10:31:40,1.861,35.91
10:31:45,1.881,35.92
10:31:50,1.900,35.92
10:31:55,1.918,35.93
10:32:00,1.934,35.93
10:32:05,1.950,35.93
10:32:10,1.964,35.94
10:32:15,1.976,35.94
10:32:20,1.987,35.95
10:32:25,1.997,35.95
10:32:30,2.005,35.95
10:32:35,2.012,35.96
10:32:40,2.017,35.96
10:32:45,2.020,35.96
10:32:50,2.022,35.97
10:32:55,2.021,35.97
10:33:00,2.020,35.98
10:33:05,2.016,35.98
10:33:10,2.011,35.98
10:33:15,2.004,35.98
10:33:20,1.995,35.99
10:33:25,1.985,35.99
10:33:30,1.973,35.99
10:33:35,1.959,36.00
10:33:40,1.944,36.00
10:33:45,1.927,36.00
10:33:50,1.909,36.00
10:33:55,1.889,36.01
10:34:00,1.867,36.01
10:34:05,1.844,36.01
10:34:10,1.820,36.01
10:34:15,1.794,36.02
10:34:20,1.767,36.02
10:34:25,1.739,36.02
10:34:30,1.710,36.02
10:34:35,1.680,36.03
10:34:40,1.649,36.03
10:34:45,1.617,36.03
10:34:50,1.584,36.03
10:34:55,1.551,36.03
10:35:00,1.516,36.03
10:35:05,1.482,36.04
10:35:10,1.447,36.04
10:35:15,1.411,36.04
10:35:20,1.376,36.04
10:35:25,1.340,36.04
10:35:30,1.304,36.04
10:35:35,1.268,36.04
10:35:40,1.232,36.04
10:35:45,1.197,36.05
10:35:50,1.162,36.05
10:35:55,1.127,36.05
10:36:00,1.093,36.05
10:36:05,1.059,36.05
10:36:10,1.026,36.05
10:36:15,0.994,36.05
10:36:20,0.963,36.05
10:36:25,0.933,36.05
10:36:30,0.904,36.05
10:36:35,0.876,36.05
10:36:40,0.849,36.05
10:36:45,0.823,36.05
10:36:50,0.799,36.05
10:36:55,0.776,36.05
10:37:00,0.755,36.05
10:37:05,0.735,36.05
10:37:10,0.716,36.05
10:37:15,0.700,36.05
10:37:20,0.685,36.05
10:37:25,0.671,36.05
10:37:30,0.660,36.05
10:37:35,0.650,36.05
10:37:40,0.642,36.05
10:37:45,0.635,36.05
10:37:50,0.631,36.05
10:37:55,0.628,36.05
10:38:00,0.627,36.05
10:38:05,0.628,36.05
10:38:10,0.631,36.04
10:38:15,0.635,36.04
10:38:20,0.641,36.04
10:38:25,0.649,36.04
10:38:30,0.659,36.04
10:38:35,0.670,36.04
10:38:40,0.683,36.04
10:38:45,0.698,36.04
10:38:50,0.714,36.04
10:38:55,0.731,36.03
10:39:00,0.750,36.03
10:39:05,0.770,36.03
10:39:10,0.792,36.03
10:39:15,0.815,36.03
10:39:20,0.839,36.03
10:39:25,0.864,36.02
10:39:30,0.890,36.02
10:39:35,0.917,36.02
10:39:40,0.944,36.02
10:39:45,0.973,36.02
10:39:50,1.002,36.01
10:39:55,1.032,36.01
10:40:00,1.062,36.01
10:40:05,1.093,36.01
10:40:10,1.123,36.01
10:40:15,1.154,36.00
10:40:20,1.186,36.00
10:40:25,1.217,36.00
10:40:30,1.248,36.00
10:40:35,1.278,36.00
10:40:40,1.309,35.99
10:40:45,1.339,35.99
10:40:50,1.369,35.99
10:40:55,1.398,35.99
10:41:00,1.427,35.98
10:41:05,1.454,35.98
10:41:10,1.481,35.98
10:41:15,1.508,35.97
10:41:20,1.533,35.97
10:41:25,1.557,35.97
10:41:30,1.580,35.97
10:41:35,1.602,35.96
10:41:40,1.622,35.96
10:41:45,1.642,35.96
10:41:50,1.660,35.96
10:41:55,1.677,35.95
10:42:00,1.692,35.95
10:42:05,1.706,35.95
10:42:10,1.718,35.94
10:42:15,1.729,35.94
10:42:20,1.738,35.94
10:42:25,1.746,35.93
10:42:30,1.752,35.93
10:42:35,1.756,35.93
10:42:40,1.759,35.93
10:42:45,1.760,35.92
10:42:50,1.760,35.92
10:42:55,1.758,35.92
10:43:00,1.755,35.91
10:43:05,1.750,35.91
10:43:10,1.743,35.91
10:43:15,1.735,35.90
10:43:20,1.726,35.90
10:43:25,1.715,35.90
10:43:30,1.703,35.89
10:43:35,1.689,35.89
10:43:40,1.674,35.89
10:43:45,1.658,35.88
10:43:50,1.641,35.88
10:43:55,1.623,35.88
10:44:00,1.604,35.87
10:44:05,1.584,35.87
10:44:10,1.563,35.87
10:44:15,1.541,35.86
10:44:20,1.519,35.86
10:44:25,1.496,35.85
10:44:30,1.472,35.85
10:44:35,1.449,35.85
10:44:40,1.424,35.84
10:44:45,1.400,35.84
10:44:50,1.375,35.84
10:44:55,1.350,35.83
10:45:00,1.325,35.83
10:45:05,1.301,35.83
10:45:10,1.276,35.82
10:45:15,1.252,35.82
10:45:20,1.228,35.82
10:45:25,1.205,35.81
10:45:30,1.182,35.81
10:45:35,1.160,35.81
10:45:40,1.139,35.80
10:45:45,1.118,35.80
10:45:50,1.099,35.80
10:45:55,1.080,35.79
10:46:00,1.062,35.79
10:46:05,1.046,35.79
10:46:10,1.030,35.78
10:46:15,1.016,35.78
10:46:20,1.004,35.78
